driver,interval_id,start_time,end_time,interval_time,distance
sunc,1230932,2015-12-20T21:30:02Z,2015-12-20T22:00:02Z,30,22.305
sunc,1230933,2015-12-20T22:00:02Z,2015-12-20T22:30:02Z,30,29.847
sunc,1230934,2015-12-20T22:30:02Z,2015-12-20T22:48:58Z,18,19.94
sunc,1230935,2015-12-21T10:46:24Z,2015-12-21T11:16:24Z,30,13.821
sunc,1230936,2015-12-21T11:16:24Z,2015-12-21T11:18:38Z,2,6.071
sunc,1230937,2015-12-21T11:44:08Z,2015-12-21T12:14:08Z,30,17.871
sunc,1230938,2015-12-21T12:14:08Z,2015-12-21T12:35:44Z,21,14.468
sunc,1230939,2015-12-21T13:47:52Z,2015-12-21T14:17:52Z,30,14.023
sunc,1230940,2015-12-21T14:17:52Z,2015-12-21T14:26:24Z,8,5.469
sunc,1230941,2015-12-21T15:05:16Z,2015-12-21T15:35:06Z,29,12.426
sunc,1230942,2015-12-21T16:00:36Z,2015-12-21T16:30:36Z,30,7.868
sunc,1230943,2015-12-21T16:30:36Z,2015-12-21T17:00:36Z,30,23.895
sunc,1230944,2015-12-21T17:00:36Z,2015-12-21T17:30:36Z,30,20.879
sunc,1230945,2015-12-21T17:30:36Z,2015-12-21T17:31:46Z,1,0.391
sunc,1230946,2015-12-21T18:27:10Z,2015-12-21T18:33:58Z,6,1.014
sunc,1230947,2015-12-22T08:23:40Z,2015-12-22T08:53:40Z,30,26.302
sunc,1230948,2015-12-22T08:53:40Z,2015-12-22T09:23:40Z,30,27.251
sunc,1230949,2015-12-22T09:23:40Z,2015-12-22T09:53:40Z,30,22.895
sunc,1230950,2015-12-22T09:53:40Z,2015-12-22T10:10:06Z,16,10.873
sunc,1230951,2015-12-22T10:35:42Z,2015-12-22T11:05:42Z,30,4.157
sunc,1230952,2015-12-22T11:05:42Z,2015-12-22T11:28:06Z,22,1.515
sunc,1230953,2015-12-22T11:52:38Z,2015-12-22T12:22:38Z,30,7.081
sunc,1230954,2015-12-22T12:22:38Z,2015-12-22T12:52:38Z,30,21.713
sunc,1230955,2015-12-22T12:52:38Z,2015-12-22T13:22:38Z,30,23.233
sunc,1230956,2015-12-22T13:22:38Z,2015-12-22T13:37:34Z,14,0.49
sunc,1230957,2015-12-23T09:15:52Z,2015-12-23T09:45:52Z,30,18.328
sunc,1230958,2015-12-23T09:45:52Z,2015-12-23T10:15:52Z,30,29.431
sunc,1230959,2015-12-23T10:15:52Z,2015-12-23T10:45:52Z,30,28.942
sunc,1230960,2015-12-23T10:45:52Z,2015-12-23T11:15:52Z,30,25.8
sunc,1230961,2015-12-23T11:15:52Z,2015-12-23T11:45:52Z,30,14.133
sunc,1230962,2015-12-23T11:45:52Z,2015-12-23T12:15:52Z,30,26.254
sunc,1230963,2015-12-23T12:15:52Z,2015-12-23T12:45:52Z,30,26.577
sunc,1230964,2015-12-23T12:45:52Z,2015-12-23T13:15:52Z,30,37.735
sunc,1230965,2015-12-23T13:15:52Z,2015-12-23T13:24:18Z,8,9.093
sunc,1230966,2015-12-23T14:04:10Z,2015-12-23T14:34:10Z,30,16.001
sunc,1230967,2015-12-23T14:34:10Z,2015-12-23T15:04:10Z,30,20.58
sunc,1230968,2015-12-23T15:04:10Z,2015-12-23T15:34:10Z,30,10.663
sunc,1230969,2015-12-23T15:34:10Z,2015-12-23T16:02:00Z,27,3.11
sunc,1230970,2015-12-23T16:29:04Z,2015-12-23T16:52:02Z,22,1.492
sunc,1230971,2015-12-23T17:58:40Z,2015-12-23T18:16:06Z,17,2.942
sunc,1230972,2015-12-24T06:24:58Z,2015-12-24T06:54:58Z,30,18.297
sunc,1230973,2015-12-24T06:54:58Z,2015-12-24T07:24:58Z,30,20.624
sunc,1230974,2015-12-24T07:24:58Z,2015-12-24T07:54:58Z,30,25.26
sunc,1230975,2015-12-24T07:54:58Z,2015-12-24T08:24:58Z,30,24.497
sunc,1230976,2015-12-24T08:24:58Z,2015-12-24T08:54:58Z,30,30.998
sunc,1230977,2015-12-24T08:54:58Z,2015-12-24T09:23:02Z,28,23.362
sunc,1230978,2015-12-27T16:24:14Z,2015-12-27T16:54:14Z,30,5.56
sunc,1230979,2015-12-27T16:54:14Z,2015-12-27T17:24:14Z,30,16.303
sunc,1230980,2015-12-27T17:24:14Z,2015-12-27T17:48:12Z,23,3.639
sunc,1230981,2015-12-27T18:21:02Z,2015-12-27T18:51:02Z,30,12.64
sunc,1230982,2015-12-27T18:51:02Z,2015-12-27T19:21:02Z,30,16.322
sunc,1230983,2015-12-27T19:21:02Z,2015-12-27T19:51:02Z,30,27.605
sunc,1230984,2015-12-27T19:51:02Z,2015-12-27T20:21:02Z,30,27.893
sunc,1230985,2015-12-27T20:21:02Z,2015-12-27T20:51:02Z,30,30.659
sunc,1230986,2015-12-27T20:51:02Z,2015-12-27T21:21:02Z,30,29.838
sunc,1230987,2015-12-27T21:21:02Z,2015-12-27T21:51:02Z,30,30.269
sunc,1230988,2015-12-27T21:51:02Z,2015-12-27T22:21:02Z,30,29.895
sunc,1230989,2015-12-27T22:21:02Z,2015-12-27T22:27:38Z,6,8.379
sunc,1230990,2015-12-28T09:13:46Z,2015-12-28T09:43:46Z,30,17.123
sunc,1230991,2015-12-28T09:43:46Z,2015-12-28T09:54:08Z,10,13.533
sunc,1230992,2015-12-28T10:43:26Z,2015-12-28T11:13:26Z,30,9.667
sunc,1230993,2015-12-28T11:13:26Z,2015-12-28T11:16:30Z,3,4.131
sunc,1230994,2015-12-28T12:44:40Z,2015-12-28T13:14:40Z,30,9.792
sunc,1230995,2015-12-28T13:14:40Z,2015-12-28T13:44:40Z,30,25.539
sunc,1230996,2015-12-28T13:44:40Z,2015-12-28T14:06:04Z,21,6.49
sunc,1230997,2015-12-28T14:36:16Z,2015-12-28T15:06:16Z,30,22.387
sunc,1230998,2015-12-28T15:06:16Z,2015-12-28T15:36:16Z,30,23.412
sunc,1230999,2015-12-28T15:36:16Z,2015-12-28T16:06:16Z,30,21.064
sunc,1231000,2015-12-28T16:06:16Z,2015-12-28T16:33:58Z,27,14.171
sunc,1231001,2015-12-29T13:49:00Z,2015-12-29T14:19:00Z,30,29.473
sunc,1231002,2015-12-29T14:19:00Z,2015-12-29T14:49:00Z,30,26.26
sunc,1231003,2015-12-29T14:49:00Z,2015-12-29T15:19:00Z,30,19.464
sunc,1231004,2015-12-29T15:19:00Z,2015-12-29T15:49:00Z,30,22.145
sunc,1231005,2015-12-29T15:49:00Z,2015-12-29T16:19:00Z,30,28.861
sunc,1231006,2015-12-29T16:19:00Z,2015-12-29T16:40:04Z,21,14.493
sunc,1231007,2015-12-29T17:49:32Z,2015-12-29T18:19:32Z,30,23.186
sunc,1231008,2015-12-29T18:19:32Z,2015-12-29T18:35:04Z,15,10.738
sunc,1231009,2015-12-30T09:49:10Z,2015-12-30T10:19:10Z,30,30.012
sunc,1231010,2015-12-30T10:19:10Z,2015-12-30T10:49:10Z,30,24.766
sunc,1231011,2015-12-30T10:49:10Z,2015-12-30T11:19:10Z,30,21.898
sunc,1231012,2015-12-30T11:19:10Z,2015-12-30T11:38:22Z,19,7.597
sunc,1231013,2015-12-30T12:15:04Z,2015-12-30T12:45:04Z,30,2.329
sunc,1231014,2015-12-30T12:45:04Z,2015-12-30T13:15:04Z,30,2.583
sunc,1231015,2015-12-30T13:15:04Z,2015-12-30T13:18:10Z,3,0.111
sunc,1231016,2015-12-30T13:49:50Z,2015-12-30T14:19:50Z,30,8.179
sunc,1231017,2015-12-30T14:19:50Z,2015-12-30T14:49:50Z,30,22.874
sunc,1231018,2015-12-30T14:49:50Z,2015-12-30T15:19:50Z,30,28.998
sunc,1231019,2015-12-30T15:19:50Z,2015-12-30T15:33:58Z,14,15.009
sunc,1231020,2015-12-30T16:00:48Z,2015-12-30T16:04:00Z,3,1.271
sunc,1231021,2015-12-30T22:07:16Z,2015-12-30T22:36:52Z,29,29.964
sunc,1231022,2015-12-31T10:54:06Z,2015-12-31T11:24:06Z,30,14.319
sunc,1231023,2015-12-31T11:24:06Z,2015-12-31T11:54:06Z,30,22.316
sunc,1231024,2015-12-31T11:54:06Z,2015-12-31T12:24:06Z,30,29.511
sunc,1231025,2015-12-31T12:24:06Z,2015-12-31T12:47:58Z,23,23.042
sunc,1231026,2015-12-31T13:08:50Z,2015-12-31T13:38:50Z,30,25.334
sunc,1231027,2015-12-31T13:38:50Z,2015-12-31T14:08:50Z,30,27.126
sunc,1231028,2015-12-31T14:08:50Z,2015-12-31T14:13:22Z,4,2.666
sunc,1231029,2016-01-03T12:13:30Z,2016-01-03T12:43:30Z,30,7.274
sunc,1231030,2016-01-03T12:43:30Z,2016-01-03T13:13:30Z,30,20.466
sunc,1231031,2016-01-03T13:13:30Z,2016-01-03T13:43:30Z,30,23.897
sunc,1231032,2016-01-03T13:43:30Z,2016-01-03T14:13:30Z,30,4.276
sunc,1231033,2016-01-03T14:13:30Z,2016-01-03T14:43:30Z,30,29.069
sunc,1231034,2016-01-03T14:43:30Z,2016-01-03T15:13:30Z,30,27.823
sunc,1231035,2016-01-03T15:13:30Z,2016-01-03T15:43:30Z,30,23.459
sunc,1231036,2016-01-03T15:43:30Z,2016-01-03T16:13:30Z,30,10.923
sunc,1231037,2016-01-03T16:13:30Z,2016-01-03T16:43:30Z,30,5.056
sunc,1231038,2016-01-03T16:43:30Z,2016-01-03T16:50:04Z,6,0.078
sunc,1231039,2016-01-03T17:19:42Z,2016-01-03T17:49:42Z,30,1.042
sunc,1231040,2016-01-03T17:49:42Z,2016-01-03T17:57:34Z,7,0.355
sunc,1231041,2016-01-03T18:46:58Z,2016-01-03T19:16:58Z,30,3.118
sunc,1231042,2016-01-03T19:16:58Z,2016-01-03T19:46:58Z,30,25.074
sunc,1231043,2016-01-03T19:46:58Z,2016-01-03T20:00:34Z,13,24.485
sunc,1231044,2016-01-03T20:54:32Z,2016-01-03T21:24:32Z,30,24.89
sunc,1231045,2016-01-03T21:24:32Z,2016-01-03T21:54:32Z,30,30.689
sunc,1231046,2016-01-03T21:54:32Z,2016-01-03T22:24:32Z,30,29.857
sunc,1231047,2016-01-03T22:24:32Z,2016-01-03T22:54:32Z,30,30.449
sunc,1231048,2016-01-03T22:54:32Z,2016-01-03T23:24:32Z,30,25.567
sunc,1231049,2016-01-03T23:24:32Z,2016-01-03T23:55:24Z,30,29.437
sunc,1231050,2016-01-04T10:26:52Z,2016-01-04T10:56:52Z,30,22.329
sunc,1231051,2016-01-04T10:56:52Z,2016-01-04T11:01:54Z,5,0.2
sunc,1231052,2016-01-04T11:34:54Z,2016-01-04T11:42:20Z,7,0.68
sunc,1231053,2016-01-04T12:21:28Z,2016-01-04T12:51:28Z,30,26.784
sunc,1231054,2016-01-04T12:51:28Z,2016-01-04T13:21:28Z,30,30.443
sunc,1231055,2016-01-04T13:21:28Z,2016-01-04T13:42:40Z,21,18.378
sunc,1231056,2016-01-04T15:06:20Z,2016-01-04T15:19:00Z,12,8.756
sunc,1231057,2016-01-04T15:57:08Z,2016-01-04T16:27:08Z,30,11.316
sunc,1231058,2016-01-04T16:27:08Z,2016-01-04T16:57:08Z,30,31.129
sunc,1231059,2016-01-04T16:57:08Z,2016-01-04T17:27:08Z,30,13.658
sunc,1231060,2016-01-04T17:27:08Z,2016-01-04T17:57:08Z,30,25.85
sunc,1231061,2016-01-04T17:57:08Z,2016-01-04T18:06:26Z,9,13.882
sunc,1231062,2016-01-04T18:58:54Z,2016-01-04T19:28:54Z,30,22.024
sunc,1231063,2016-01-04T19:28:54Z,2016-01-04T19:58:54Z,30,26.326
sunc,1231064,2016-01-04T19:58:54Z,2016-01-04T20:28:54Z,30,30.516
sunc,1231065,2016-01-04T20:28:54Z,2016-01-04T20:58:54Z,30,36.949
sunc,1231066,2016-01-04T20:58:54Z,2016-01-04T21:28:54Z,30,18.139
sunc,1231067,2016-01-04T21:28:54Z,2016-01-04T21:31:22Z,2,5.566
sunc,1231068,2016-01-05T10:14:12Z,2016-01-05T10:44:12Z,30,4.284
sunc,1231069,2016-01-05T10:44:12Z,2016-01-05T11:14:12Z,30,1.919
sunc,1231070,2016-01-05T11:14:12Z,2016-01-05T11:33:58Z,19,3.413
sunc,1231071,2016-01-05T12:03:30Z,2016-01-05T12:33:30Z,30,2.98
sunc,1231072,2016-01-05T12:33:30Z,2016-01-05T13:03:30Z,30,0.766
sunc,1231073,2016-01-05T13:03:30Z,2016-01-05T13:33:04Z,29,1.65
sunc,1231074,2016-01-05T14:02:20Z,2016-01-05T14:32:20Z,30,0.475
sunc,1231075,2016-01-05T14:32:20Z,2016-01-05T15:02:20Z,30,3.97
sunc,1231076,2016-01-05T15:02:20Z,2016-01-05T15:32:20Z,30,6.083
sunc,1231077,2016-01-05T15:32:20Z,2016-01-05T16:02:20Z,30,19.699
sunc,1231078,2016-01-05T16:02:20Z,2016-01-05T16:13:58Z,11,15.013
sunc,1231079,2016-01-05T16:34:00Z,2016-01-05T17:04:00Z,30,29.961
sunc,1231080,2016-01-05T17:04:00Z,2016-01-05T17:34:00Z,30,30.248
sunc,1231081,2016-01-05T17:34:00Z,2016-01-05T17:42:34Z,8,7.999
sunc,1231082,2016-01-05T18:24:20Z,2016-01-05T18:54:20Z,30,24.612
sunc,1231083,2016-01-05T18:54:20Z,2016-01-05T19:24:20Z,30,29.237
sunc,1231084,2016-01-05T19:24:20Z,2016-01-05T19:28:48Z,4,9.301
sunc,1231085,2016-01-05T19:49:06Z,2016-01-05T20:19:06Z,30,29.335
sunc,1231086,2016-01-05T20:19:06Z,2016-01-05T20:49:06Z,30,27.646
sunc,1231087,2016-01-05T20:49:06Z,2016-01-05T21:19:06Z,30,28.978
sunc,1231088,2016-01-05T21:19:06Z,2016-01-05T21:49:06Z,30,29.891
sunc,1231089,2016-01-05T21:49:06Z,2016-01-05T22:04:00Z,14,10.821
sunc,1231135,2016-01-10T11:05:58Z,2016-01-10T11:20:54Z,14,2.303
sunc,1231136,2016-01-10T13:09:06Z,2016-01-10T13:39:06Z,30,8.062
sunc,1231137,2016-01-10T13:39:06Z,2016-01-10T14:09:06Z,30,24.915
sunc,1231138,2016-01-10T14:09:06Z,2016-01-10T14:39:06Z,30,13.032
sunc,1231139,2016-01-10T14:39:06Z,2016-01-10T15:09:06Z,30,5.519
sunc,1231140,2016-01-10T15:09:06Z,2016-01-10T15:39:06Z,30,4.462
sunc,1231141,2016-01-10T15:39:06Z,2016-01-10T15:48:40Z,9,3.226
sunc,1231142,2016-01-10T17:04:24Z,2016-01-10T17:34:24Z,30,9.325
sunc,1231143,2016-01-10T17:34:24Z,2016-01-10T18:04:24Z,30,28.725
sunc,1231144,2016-01-10T18:04:24Z,2016-01-10T18:34:24Z,30,13.494
sunc,1231145,2016-01-10T18:34:24Z,2016-01-10T18:47:00Z,12,1.634
sunc,1231146,2016-01-11T18:20:20Z,2016-01-11T18:50:20Z,30,19.61
sunc,1231147,2016-01-11T18:50:20Z,2016-01-11T19:20:20Z,30,27.478
sunc,1231148,2016-01-11T19:20:20Z,2016-01-11T19:50:20Z,30,9.077
sunc,1231149,2016-01-11T19:50:20Z,2016-01-11T20:20:20Z,30,27.202
sunc,1231150,2016-01-11T20:20:20Z,2016-01-11T20:50:20Z,30,20.301
sunc,1231151,2016-01-11T20:50:20Z,2016-01-11T21:20:20Z,30,0.055
sunc,1231152,2016-01-11T21:20:20Z,2016-01-11T21:50:20Z,30,16.236
sunc,1231153,2016-01-11T21:50:20Z,2016-01-11T22:20:20Z,30,18.97
sunc,1231154,2016-01-11T22:20:20Z,2016-01-11T22:47:34Z,27,7.017
sunc,1231155,2016-01-11T23:27:14Z,2016-01-11T23:38:54Z,11,1.388
sunc,1231156,2016-01-12T12:27:12Z,2016-01-12T12:33:56Z,6,0.987
sunc,1231157,2016-01-12T14:12:32Z,2016-01-12T14:42:32Z,30,16.4
sunc,1231158,2016-01-12T14:42:32Z,2016-01-12T15:12:32Z,30,23.641
sunc,1231159,2016-01-12T15:12:32Z,2016-01-12T15:42:32Z,30,10.877
sunc,1231160,2016-01-12T15:42:32Z,2016-01-12T16:12:32Z,30,24.649
sunc,1231161,2016-01-12T16:12:32Z,2016-01-12T16:42:32Z,30,30.875
sunc,1231162,2016-01-12T16:42:32Z,2016-01-12T17:12:32Z,30,29.146
sunc,1231163,2016-01-12T17:12:32Z,2016-01-12T17:42:32Z,30,29.301
sunc,1231164,2016-01-12T17:42:32Z,2016-01-12T18:12:32Z,30,29.069
sunc,1231165,2016-01-12T18:12:32Z,2016-01-12T18:42:32Z,30,20.819
sunc,1231166,2016-01-12T18:42:32Z,2016-01-12T18:57:36Z,15,21.67
sunc,1231167,2016-01-12T19:19:16Z,2016-01-12T19:49:16Z,30,20.742
sunc,1231168,2016-01-12T19:49:16Z,2016-01-12T20:03:08Z,13,11.716
sunc,1231169,2016-01-12T20:50:16Z,2016-01-12T21:20:16Z,30,21.181
sunc,1231170,2016-01-12T21:20:16Z,2016-01-12T21:50:16Z,30,30.169
sunc,1231171,2016-01-12T21:50:16Z,2016-01-12T22:20:16Z,30,25.94
sunc,1231172,2016-01-12T22:20:16Z,2016-01-12T22:50:16Z,30,18.998
sunc,1231173,2016-01-12T22:50:16Z,2016-01-12T23:04:26Z,14,0.75
sunc,1231174,2016-01-12T23:37:14Z,2016-01-12T23:51:38Z,14,0.408
sunc,1231175,2016-01-13T10:55:50Z,2016-01-13T11:25:50Z,30,6.882
sunc,1231176,2016-01-13T11:25:50Z,2016-01-13T11:55:50Z,30,27.285
sunc,1231177,2016-01-13T11:55:50Z,2016-01-13T12:25:50Z,30,21.407
sunc,1231178,2016-01-13T12:25:50Z,2016-01-13T12:55:50Z,30,27.118
sunc,1231179,2016-01-13T12:55:50Z,2016-01-13T13:25:50Z,30,18.991
sunc,1231180,2016-01-13T13:25:50Z,2016-01-13T13:55:50Z,30,21.207
sunc,1231181,2016-01-13T13:55:50Z,2016-01-13T14:25:50Z,30,29.743
sunc,1231182,2016-01-13T14:25:50Z,2016-01-13T14:55:50Z,30,21.66
sunc,1231183,2016-01-13T14:55:50Z,2016-01-13T15:25:50Z,30,24.544
sunc,1231184,2016-01-13T15:25:50Z,2016-01-13T15:50:58Z,25,30.774
sunc,1231185,2016-01-13T16:24:58Z,2016-01-13T16:54:58Z,30,24.245
sunc,1231186,2016-01-13T16:54:58Z,2016-01-13T17:24:58Z,30,31.925
sunc,1231187,2016-01-13T17:24:58Z,2016-01-13T17:54:58Z,30,28.318
sunc,1231188,2016-01-13T17:54:58Z,2016-01-13T18:24:58Z,30,26.577
sunc,1231189,2016-01-13T18:24:58Z,2016-01-13T18:54:58Z,30,10.792
sunc,1231190,2016-01-13T18:54:58Z,2016-01-13T19:24:58Z,30,15.258
sunc,1231191,2016-01-13T19:24:58Z,2016-01-13T19:48:42Z,23,8.101
sunc,1231192,2016-01-13T21:04:16Z,2016-01-13T21:34:16Z,30,4.014
sunc,1231193,2016-01-13T21:34:16Z,2016-01-13T22:04:16Z,30,5.164
sunc,1231194,2016-01-13T22:04:16Z,2016-01-13T22:34:16Z,30,0.917
sunc,1231195,2016-01-13T22:34:16Z,2016-01-13T23:04:16Z,30,1.073
sunc,1231196,2016-01-13T23:04:16Z,2016-01-13T23:34:16Z,30,5.68
sunc,1231197,2016-01-13T23:34:16Z,2016-01-13T23:51:24Z,17,3.948
sunc,1231198,2016-01-14T10:41:16Z,2016-01-14T11:11:16Z,30,5.966
sunc,1231199,2016-01-14T11:11:16Z,2016-01-14T11:34:42Z,23,1.582
sunc,1231200,2016-01-14T12:15:36Z,2016-01-14T12:19:00Z,3,0.451
sunc,1231201,2016-01-14T12:44:56Z,2016-01-14T13:14:56Z,30,7.079
sunc,1231202,2016-01-14T13:14:56Z,2016-01-14T13:44:56Z,30,22.191
sunc,1231203,2016-01-14T13:44:56Z,2016-01-14T13:54:14Z,9,17.265
sunc,1231204,2016-01-14T14:28:40Z,2016-01-14T14:58:40Z,30,10.041
sunc,1231205,2016-01-14T14:58:40Z,2016-01-14T15:28:40Z,30,28.033
sunc,1231206,2016-01-14T15:28:40Z,2016-01-14T15:58:40Z,30,32.226
sunc,1231207,2016-01-14T15:58:40Z,2016-01-14T16:28:40Z,30,18.897
sunc,1231208,2016-01-14T16:28:40Z,2016-01-14T16:58:40Z,30,19.176
sunc,1231209,2016-01-14T16:58:40Z,2016-01-14T17:28:40Z,30,23.963
sunc,1231210,2016-01-14T17:28:40Z,2016-01-14T17:58:40Z,30,28.396
sunc,1231211,2016-01-14T17:58:40Z,2016-01-14T18:28:40Z,30,20.93
sunc,1231212,2016-01-14T18:28:40Z,2016-01-14T18:30:14Z,1,5.348
sunc,1231213,2016-01-14T19:08:32Z,2016-01-14T19:18:58Z,10,0.851
sunc,1231214,2016-01-14T19:43:10Z,2016-01-14T20:13:10Z,30,10.303
sunc,1231215,2016-01-14T20:13:10Z,2016-01-14T20:43:10Z,30,23.682
sunc,1231216,2016-01-14T20:43:10Z,2016-01-14T21:13:10Z,30,25.807
sunc,1231217,2016-01-14T21:13:10Z,2016-01-14T21:43:10Z,30,36.551
sunc,1231218,2016-01-14T21:43:10Z,2016-01-14T22:13:10Z,30,22.479
sunc,1231219,2016-01-14T22:13:10Z,2016-01-14T22:44:04Z,30,31.416
sunc,1231220,2016-01-14T23:58:06Z,2016-01-15T00:21:34Z,23,2.371
sunc,1231247,2016-01-18T06:34:10Z,2016-01-18T06:41:40Z,7,1.313
sunc,1231248,2016-01-18T20:53:28Z,2016-01-18T21:23:28Z,30,7.084
sunc,1231249,2016-01-18T21:23:28Z,2016-01-18T21:37:58Z,14,7.657
sunc,1231250,2016-01-19T12:43:44Z,2016-01-19T13:13:44Z,30,7.943
sunc,1231251,2016-01-19T13:13:44Z,2016-01-19T13:43:44Z,30,18.743
sunc,1231252,2016-01-19T13:43:44Z,2016-01-19T14:13:44Z,30,31.702
sunc,1231253,2016-01-19T14:13:44Z,2016-01-19T14:43:44Z,30,28.636
sunc,1231254,2016-01-19T14:43:44Z,2016-01-19T15:13:44Z,30,26.765
sunc,1231255,2016-01-19T15:13:44Z,2016-01-19T15:43:44Z,30,25.362
sunc,1231256,2016-01-19T15:43:44Z,2016-01-19T16:00:34Z,16,3.426
woow59,1433013,2015-04-07T08:10:40Z,2015-04-07T08:40:40Z,30,16.137
woow59,1433014,2015-04-07T08:40:40Z,2015-04-07T09:10:40Z,30,29.594
woow59,1433015,2015-04-07T09:10:40Z,2015-04-07T09:40:40Z,30,28.411
woow59,1433016,2015-04-07T09:40:40Z,2015-04-07T10:10:40Z,30,23.55
woow59,1433017,2015-04-07T10:10:40Z,2015-04-07T10:34:58Z,24,17.281
woow59,1433018,2015-04-07T11:47:10Z,2015-04-07T12:16:10Z,29,11.879
woow59,1433019,2015-04-07T12:50:12Z,2015-04-07T13:20:12Z,30,17.391
woow59,1433020,2015-04-07T13:20:12Z,2015-04-07T13:50:12Z,30,25.28
woow59,1433021,2015-04-07T13:50:12Z,2015-04-07T14:20:12Z,30,28.046
woow59,1433022,2015-04-07T14:20:12Z,2015-04-07T14:50:12Z,30,28.964
woow59,1433023,2015-04-07T14:50:12Z,2015-04-07T15:14:32Z,24,11.468
woow59,1433024,2015-04-07T15:35:02Z,2015-04-07T16:05:02Z,30,0.06
woow59,1433025,2015-04-07T16:05:02Z,2015-04-07T16:35:02Z,30,9.712
woow59,1433026,2015-04-07T16:35:02Z,2015-04-07T17:05:02Z,30,13.758
woow59,1433027,2015-04-07T17:05:02Z,2015-04-07T17:28:42Z,23,22.528
woow59,1433028,2015-04-08T05:20:04Z,2015-04-08T05:50:04Z,30,29.396
woow59,1433029,2015-04-08T05:50:04Z,2015-04-08T06:20:04Z,30,16.277
woow59,1433030,2015-04-08T06:20:04Z,2015-04-08T06:49:26Z,29,27.009
woow59,1433031,2015-04-08T07:55:22Z,2015-04-08T08:25:22Z,30,15.88
woow59,1433032,2015-04-08T08:25:22Z,2015-04-08T08:55:22Z,30,18.702
woow59,1433033,2015-04-08T08:55:22Z,2015-04-08T09:25:22Z,30,31.351
woow59,1433034,2015-04-08T09:25:22Z,2015-04-08T09:55:22Z,30,29.382
woow59,1433035,2015-04-08T09:55:22Z,2015-04-08T10:25:22Z,30,31.036
woow59,1433036,2015-04-08T10:25:22Z,2015-04-08T10:55:22Z,30,18.264
woow59,1433037,2015-04-08T10:55:22Z,2015-04-08T11:25:22Z,30,20.959
woow59,1433038,2015-04-08T11:25:22Z,2015-04-08T11:37:28Z,12,14.043
woow59,1433039,2015-04-08T12:18:14Z,2015-04-08T12:48:14Z,30,9.525
woow59,1433040,2015-04-08T12:48:14Z,2015-04-08T13:18:14Z,30,26.326
woow59,1433041,2015-04-08T13:18:14Z,2015-04-08T13:48:14Z,30,28.609
woow59,1433042,2015-04-08T13:48:14Z,2015-04-08T14:18:14Z,30,12.971
woow59,1433043,2015-04-08T14:18:14Z,2015-04-08T14:48:14Z,30,31.266
woow59,1433044,2015-04-08T14:48:14Z,2015-04-08T15:00:00Z,11,24.538
woow59,1433045,2015-04-08T15:33:54Z,2015-04-08T16:03:54Z,30,16.409
woow59,1433046,2015-04-08T16:03:54Z,2015-04-08T16:18:02Z,14,28.768
woow59,1433047,2015-04-09T05:59:18Z,2015-04-09T06:29:18Z,30,7.555
woow59,1433048,2015-04-09T06:29:18Z,2015-04-09T06:59:18Z,30,21.723
woow59,1433049,2015-04-09T06:59:18Z,2015-04-09T07:29:18Z,30,31.005
woow59,1433050,2015-04-09T07:29:18Z,2015-04-09T07:59:18Z,30,8.333
woow59,1433051,2015-04-09T07:59:18Z,2015-04-09T08:12:54Z,13,3.195
woow59,1433052,2015-04-09T09:07:24Z,2015-04-09T09:37:24Z,30,23.997
woow59,1433053,2015-04-09T09:37:24Z,2015-04-09T10:07:24Z,30,26.28
woow59,1433054,2015-04-09T10:07:24Z,2015-04-09T10:37:24Z,30,26.509
woow59,1433055,2015-04-09T10:37:24Z,2015-04-09T11:07:24Z,30,28.044
woow59,1433056,2015-04-09T11:07:24Z,2015-04-09T11:37:24Z,30,30.044
woow59,1433057,2015-04-09T11:37:24Z,2015-04-09T12:07:24Z,30,22.626
woow59,1433058,2015-04-09T12:07:24Z,2015-04-09T12:37:24Z,30,19.578
woow59,1433059,2015-04-09T12:37:24Z,2015-04-09T12:41:28Z,4,3.982
woow59,1433060,2015-04-09T14:00:54Z,2015-04-09T14:30:54Z,30,13.415
woow59,1433061,2015-04-09T14:30:54Z,2015-04-09T15:00:54Z,30,30.384
woow59,1433062,2015-04-09T15:00:54Z,2015-04-09T15:30:54Z,30,29.541
woow59,1433063,2015-04-09T15:30:54Z,2015-04-09T15:35:00Z,4,10.862
woow59,1433064,2015-04-10T01:59:36Z,2015-04-10T02:29:36Z,30,18.768
woow59,1433065,2015-04-10T02:29:36Z,2015-04-10T02:59:36Z,30,30.264
woow59,1433066,2015-04-10T02:59:36Z,2015-04-10T03:29:36Z,30,30.396
woow59,1433067,2015-04-10T03:29:36Z,2015-04-10T03:59:36Z,30,29.974
woow59,1433068,2015-04-10T03:59:36Z,2015-04-10T04:29:36Z,30,24.477
woow59,1433069,2015-04-10T04:29:36Z,2015-04-10T04:59:36Z,30,18.712
woow59,1433070,2015-04-10T04:59:36Z,2015-04-10T05:29:36Z,30,31.676
woow59,1433071,2015-04-10T05:29:36Z,2015-04-10T05:35:26Z,5,15.415
woow59,1433072,2015-04-10T06:40:42Z,2015-04-10T07:10:42Z,30,22.483
woow59,1433073,2015-04-10T07:10:42Z,2015-04-10T07:40:42Z,30,31.021
woow59,1433074,2015-04-10T07:40:42Z,2015-04-10T08:10:42Z,30,31.051
woow59,1433075,2015-04-10T08:10:42Z,2015-04-10T08:40:42Z,30,30.933
